frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 0.76, 0.00, 0.00, 0.76, 0.08, 0.11, 0.00, 0.00, 0.00, 1.70, 0.00, 0.82, 0.00, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2, 0, 0.038, 0.88, 1, 0.25, 0.25, 0.53, 0.00, 0.00, 0.60, 0.03, 0.12, 0.00, 0.55, 0.12, 1.18, 0.00, 0.44, 0.00, 0.29, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.076, 0.98, 1, 0.30, 0.47, 0.35, 0.00, 0.00, 0.35, 0.00, 0.16, 0.00, 0.92, 0.20, 0.89, 0.00, 0.17, 0.00, 0.26, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.113, 0.98, 1, 0.13, 0.36, 0.22, 0.00, 0.00, 0.21, 0.00, 0.22, 0.00, 0.83, 0.32, 0.79, 0.00, 0.04, 0.00, 0.00, 0.12, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.151, 0.88, 1, 0.23, 0.57, 0.27, 0.00, 0.00, 0.10, 0.00, 0.17, 0.00, 0.78, 0.20, 0.58, 0.00, 0.13, 0.01, 0.00, 0.11, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.189, 0.98, 1, 0.34, 0.69, 0.31, 0.00, 0.00, 0.10, 0.00, 0.09, 0.00, 0.71, 0.12, 0.37, 0.00, 0.27, 0.01, 0.00, 0.10, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.227, 0.98, 1, 0.46, 1.16, 0.22, 0.00, 0.00, 0.01, 0.00, 0.02, 0.00, 0.84, 0.00, 0.10, 0.00, 0.44, 0.01, 0.00, 0.02, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.265, 0.98, 1, 0.42, 1.24, 0.28, 0.00, 0.00, 0.17, 0.00, 0.19, 0.00, 0.73, 0.00, 0.13, 0.00, 0.54, 0.00, 0.00, 0.08, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.303, 0.98, 1, 0.40, 1.29, 0.31, 0.00, 0.00, 0.29, 0.00, 0.29, 0.00, 0.61, 0.00, 0.15, 0.00, 0.60, 0.00, 0.00, 0.13, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.340, 0.98, 1, 0.57, 1.42, 0.52, 0.11, 0.00, 0.41, 0.00, 0.40, 0.00, 0.65, 0.03, 0.29, 0.00, 0.45, 0.00, 0.00, 0.10, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.378, 0.98, 1, 0.78, 1.62, 0.59, 0.19, 0.00, 0.37, 0.00, 0.33, 0.00, 0.81, 0.03, 0.21, 0.00, 0.24, 0.00, 0.00, 0.05, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.416, 0.98, 1, 0.95, 1.81, 0.70, 0.19, 0.00, 0.44, 0.00, 0.44, 0.00, 1.09, 0.29, 0.25, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.454, 0.88, 1, 0.96, 1.78, 0.69, 0.14, 0.00, 0.46, 0.00, 0.47, 0.00, 1.16, 0.43, 0.28, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.492, 0.98, 1, 0.86, 1.77, 0.69, 0.06, 0.00, 0.41, 0.00, 0.54, 0.00, 1.05, 0.69, 0.41, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.529, 0.98, 1, 0.59, 1.44, 0.69, 0.06, 0.00, 0.22, 0.00, 0.54, 0.00, 0.90, 0.56, 0.56, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.567, 0.88, 1, 0.35, 1.15, 0.75, 0.02, 0.00, 0.08, 0.00, 0.58, 0.00, 0.84, 0.59, 0.69, 0.00, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.605, 0.88, 1, 0.24, 0.95, 0.84, 0.12, 0.00, 0.00, 0.00, 0.55, 0.00, 1.00, 0.47, 0.92, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.643, 0.88, 1, 0.31, 1.22, 0.87, 0.12, 0.00, 0.00, 0.00, 0.52, 0.00, 1.23, 0.35, 1.00, 0.00, 0.47, 0.00, 0.00, 0.01, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.681, 0.88, 1, 0.35, 1.55, 0.75, 0.10, 0.00, 0.27, 0.00, 0.57, 0.00, 1.36, 0.14, 0.84, 0.00, 0.28, 0.00, 0.00, 0.01, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.719, 0.98, 1, 0.37, 1.39, 0.53, 0.00, 0.00, 0.48, 0.00, 0.43, 0.00, 1.48, 0.13, 0.66, 0.00, 0.27, 0.27, 0.15, 0.01, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.756, 0.98, 1, 0.35, 1.28, 0.31, 0.06, 0.00, 0.66, 0.00, 0.25, 0.00, 1.25, 0.17, 0.42, 0.00, 0.24, 0.27, 0.32, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.794, 0.98, 1, 0.29, 1.04, 0.19, 0.06, 0.00, 0.55, 0.00, 0.00, 0.00, 1.18, 0.17, 0.35, 0.00, 0.29, 0.27, 0.51, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
