frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.39, 0.00, 0.00, 0.39, 0.00, 2.20, 0.00, 1.11, 0.00, 0.09, 1.13, 0.53, 1.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.038, 0.98, 1, 0.26, 0.00, 0.00, 0.55, 0.00, 1.98, 0.00, 1.17, 0.00, 0.03, 0.91, 0.69, 1.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.075, 0.98, 1, 0.16, 0.00, 0.00, 0.64, 0.00, 1.91, 0.00, 1.11, 0.00, 0.00, 0.53, 0.68, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.113, 0.98, 1, 0.10, 0.00, 0.00, 0.67, 0.00, 1.85, 0.00, 1.08, 0.00, 0.05, 0.35, 0.41, 1.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.151, 0.98, 1, 0.10, 0.00, 0.00, 0.74, 0.00, 1.86, 0.00, 1.10, 0.00, 0.05, 0.00, 0.24, 1.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.189, 0.98, 1, 0.26, 0.00, 0.00, 0.76, 0.00, 1.65, 0.00, 1.19, 0.00, 0.06, 0.00, 0.17, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.226, 0.88, 1, 0.43, 0.00, 0.00, 0.68, 0.00, 1.45, 0.00, 1.18, 0.00, 0.02, 0.00, 0.12, 1.05, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.264, 0.88, 1, 0.56, 0.00, 0.00, 0.54, 0.00, 1.04, 0.00, 1.09, 0.00, 0.05, 0.00, 0.11, 1.17, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.302, 0.88, 1, 0.61, 0.00, 0.00, 0.54, 0.00, 0.79, 0.00, 1.04, 0.00, 0.06, 0.00, 0.13, 1.22, 0.00, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.339, 0.98, 1, 0.63, 0.00, 0.00, 0.43, 0.00, 0.76, 0.00, 1.20, 0.00, 0.05, 0.10, 0.14, 1.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
11, 0, 0.377, 0.98, 1, 0.55, 0.00, 0.00, 0.50, 0.00, 1.12, 0.00, 1.38, 0.00, 0.05, 0.17, 0.23, 0.76, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
12, 0, 0.415, 0.98, 1, 0.44, 0.00, 0.00, 0.40, 0.00, 1.55, 0.00, 1.72, 0.00, 0.03, 0.27, 0.36, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.453, 0.98, 1, 0.43, 0.00, 0.00, 0.33, 0.00, 2.00, 0.00, 1.72, 0.00, 0.03, 0.42, 0.37, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.490, 0.98, 1, 0.47, 0.00, 0.00, 0.14, 0.00, 2.21, 0.00, 1.74, 0.00, 0.00, 0.61, 0.25, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.528, 0.98, 1, 0.38, 0.00, 0.00, 0.18, 0.00, 1.91, 0.00, 1.45, 0.00, 0.00, 0.85, 0.02, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.566, 0.98, 1, 0.21, 0.00, 0.00, 0.22, 0.00, 1.56, 0.00, 1.32, 0.00, 0.01, 0.60, 0.06, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.603, 0.98, 1, 0.13, 0.00, 0.00, 0.22, 0.00, 1.45, 0.00, 1.13, 0.00, 0.01, 0.34, 0.22, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.641, 0.98, 1, 0.20, 0.00, 0.00, 0.04, 0.00, 1.80, 0.00, 1.06, 0.00, 0.21, 0.00, 0.22, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.679, 0.98, 1, 0.32, 0.00, 0.00, 0.00, 0.00, 1.97, 0.00, 1.05, 0.00, 0.56, 0.01, 0.17, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.717, 0.98, 1, 0.34, 0.00, 0.00, 0.16, 0.00, 2.00, 0.00, 1.00, 0.00, 0.75, 0.16, 0.00, 1.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.754, 0.98, 1, 0.30, 0.00, 0.00, 0.16, 0.00, 2.02, 0.00, 0.95, 0.00, 0.69, 0.26, 0.00, 1.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.792, 0.98, 1, 0.29, 0.00, 0.00, 0.20, 0.00, 2.04, 0.02, 0.93, 0.00, 0.34, 0.25, 0.00, 1.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
23, 0, 0.830, 0.98, 1, 0.30, 0.00, 0.00, 0.17, 0.00, 2.00, 0.10, 0.97, 0.00, 0.15, 0.10, 0.05, 1.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
24, 0, 0.867, 0.98, 1, 0.34, 0.00, 0.00, 0.33, 0.00, 1.92, 0.11, 0.90, 0.00, 0.00, 0.34, 0.09, 1.70, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
25, 0, 0.905, 0.98, 1, 0.23, 0.00, 0.00, 0.40, 0.03, 1.75, 0.09, 1.04, 0.00, 0.12, 0.34, 0.27, 1.47, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
26, 0, 0.943, 0.98, 1, 0.10, 0.00, 0.00, 0.36, 0.06, 1.56, 0.02, 1.22, 0.00, 0.24, 0.34, 0.39, 1.14, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
27, 0, 0.981, 0.98, 1, 0.00, 0.00, 0.00, 0.35, 0.06, 1.43, 0.00, 1.44, 0.00, 0.24, 0.31, 0.54, 1.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
28, 0, 1.018, 0.98, 1, 0.01, 0.00, 0.00, 0.47, 0.03, 1.57, 0.00, 1.26, 0.00, 0.12, 0.31, 0.48, 1.10, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
29, 0, 1.056, 0.98, 1, 0.10, 0.00, 0.00, 0.63, 0.00, 1.65, 0.00, 1.20, 0.00, 0.00, 0.31, 0.46, 1.17, 0.02, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
30, 0, 1.094, 0.98, 1, 0.22, 0.00, 0.00, 0.75, 0.08, 1.92, 0.00, 1.00, 0.00, 0.00, 0.00, 0.31, 1.08, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
31, 0, 1.131, 0.98, 1, 0.22, 0.00, 0.00, 0.70, 0.14, 2.22, 0.00, 0.82, 0.00, 0.00, 0.00, 0.18, 0.73, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
